COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD
34041,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 1, 1]",,"[0, 0, 2, 3, 8]",,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 0, 7]","[0, 1, 0, 0, 4]",,"[0, 0, 1, 0, 2]",,"[0, 0, 4, 6, 3]",,"[0, 0, 1, 2, 2]",,"[0, 0, 3, 2, 3]","[1, 0, 2, 1, 1]",,"[0, 1, 1, 1, 0]",,"[1, 2, 4, 4, 2]",,"[0, 0, 4, 0, 1]",,"[2, 0, 3, 0, 3]","[0, 1, 4, 0, 0]",,"[0, 0, 2, 1, 0]",,"[0, 1, 6, 6, 0]",,"[0, 0, 4, 1, 0]",,"[0, 0, 3, 3, 2]"
34042,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 5]",,"[0, 0, 1, 4, 1]",,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 2, 3]",,"[0, 0, 2, 2, 2]",,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 2, 4]",,,,,"[0, 0, 0, 1, 1]",,"[0, 0, 1, 4, 0]",,"[0, 0, 3, 2, 1]",
34043,,,,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 1, 4]",,,,,,"[0, 0, 0, 1, 2]","[0, 0, 1, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 4]",,,,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 2, 3]",,,,,,"[0, 1, 1, 1, 0]","[0, 0, 0, 3, 1]","[0, 0, 1, 1, 1]","[0, 1, 2, 2, 0]"
34046,,"[0, 1, 1, 0, 1]",,"[0, 0, 0, 2, 5]",,"[0, 0, 1, 1, 6]",,"[0, 0, 0, 2, 3]",,,"[1, 1, 0, 1, 0]",,"[0, 0, 2, 1, 4]",,"[0, 0, 1, 2, 5]",,"[0, 0, 0, 2, 3]",,,"[1, 0, 0, 1, 0]",,"[0, 1, 0, 2, 4]",,"[0, 0, 0, 3, 5]",,"[0, 0, 0, 1, 4]",,,"[0, 0, 2, 0, 1]",,"[0, 1, 4, 2, 0]",,"[0, 1, 5, 1, 1]",,"[0, 1, 2, 1, 1]",
34051,"[0, 0, 1, 1, 6]",,"[0, 0, 1, 0, 3]",,"[0, 0, 1, 5, 6]",,"[1, 0, 0, 4, 8]",,"[0, 0, 0, 3, 5]","[0, 0, 0, 4, 4]",,"[1, 0, 0, 1, 2]",,"[0, 1, 3, 6, 2]",,"[1, 0, 4, 6, 2]",,"[0, 1, 0, 3, 4]","[0, 0, 1, 4, 3]",,"[0, 0, 1, 1, 2]",,"[0, 0, 4, 5, 3]",,"[4, 3, 1, 4, 1]",,"[0, 2, 1, 2, 3]","[0, 2, 4, 2, 0]",,"[0, 0, 2, 1, 1]",,"[0, 1, 2, 4, 5]",,"[0, 0, 1, 5, 7]",,"[0, 1, 2, 2, 3]"
34052,,"[0, 0, 0, 2, 6]",,"[0, 0, 1, 3, 2]",,"[0, 0, 0, 2, 7]",,"[0, 0, 2, 0, 8]",,,"[0, 1, 1, 2, 4]",,"[0, 0, 1, 2, 3]",,"[1, 0, 1, 3, 4]",,"[0, 0, 3, 3, 4]",,,"[0, 0, 1, 5, 2]",,"[0, 1, 2, 0, 3]",,"[0, 2, 2, 1, 4]",,"[0, 1, 1, 2, 6]",,,"[0, 1, 5, 2, 0]",,"[0, 1, 4, 1, 0]",,"[0, 1, 5, 3, 0]",,"[0, 1, 7, 2, 0]",
34053,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 8]",,"[0, 0, 0, 3, 4]",,"[0, 1, 1, 1, 3]","[0, 0, 0, 1, 0]",,"[0, 0, 1, 0, 1]",,"[0, 0, 1, 4, 4]",,"[0, 0, 1, 4, 2]",,"[0, 1, 1, 2, 2]","[1, 0, 0, 0, 0]",,"[0, 0, 0, 0, 2]",,"[0, 0, 1, 2, 6]",,"[0, 0, 2, 1, 4]",,"[0, 0, 0, 3, 3]","[0, 0, 0, 1, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 2, 6, 1]",,"[0, 0, 0, 2, 5]",,"[0, 0, 0, 5, 1]"
34060,,,,,,,"[0, 1, 0, 2, 4]",,"[0, 0, 0, 1, 3]",,,,,,,"[0, 1, 1, 1, 4]",,"[0, 0, 0, 0, 4]",,,,,,,"[0, 0, 1, 1, 5]",,"[0, 0, 1, 1, 2]",,,,,,,"[0, 0, 2, 3, 2]",,"[0, 0, 4, 0, 0]"
34061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34091,,"[0, 0, 1, 0, 2]",,,,"[0, 0, 0, 0, 4]",,,,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 0, 1, 3]",,,,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 0, 0, 4]",,,,,"[0, 0, 3, 0, 0]",,,,"[0, 0, 2, 1, 1]",,,
34092,,"[0, 0, 1, 0, 4]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 0, 5]",,,"[0, 0, 1, 0, 4]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 1, 4]",,"[0, 0, 0, 0, 5]",,,"[0, 0, 2, 0, 3]",,"[0, 0, 0, 0, 0]",,"[0, 0, 2, 2, 2]",,"[0, 0, 0, 2, 3]",,,"[0, 0, 4, 1, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 4, 2, 0]",,"[0, 1, 1, 2, 1]",
34094,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]"
34120,"[0, 1, 0, 4, 0]",,"[0, 0, 0, 1, 0]",,"[0, 1, 0, 0, 2]","[0, 0, 0, 0, 0]","[0, 0, 1, 0, 1]","[0, 0, 0, 0, 0]","[0, 1, 0, 0, 1]","[0, 2, 2, 1, 0]",,"[0, 0, 0, 1, 0]",,"[0, 1, 1, 0, 1]","[0, 0, 0, 0, 0]","[0, 0, 1, 0, 1]","[0, 0, 0, 0, 0]","[0, 1, 1, 0, 0]","[0, 0, 4, 0, 1]",,"[0, 0, 0, 0, 1]",,"[0, 0, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 1, 0, 1]","[0, 0, 0, 0, 0]","[0, 1, 1, 0, 0]","[0, 0, 4, 1, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0]","[0, 1, 1, 0, 0]"
34121,,,,,,,"[0, 0, 0, 0, 0]",,"[0, 0, 2, 2, 1]",,,,,,,"[0, 0, 0, 0, 0]",,"[1, 0, 2, 1, 1]",,,,,,,"[0, 0, 0, 0, 0]",,"[1, 0, 3, 0, 1]",,,,,,,"[0, 0, 0, 0, 0]",,"[0, 1, 0, 1, 3]"
34126,,"[0, 0, 0, 2, 7]","[0, 0, 0, 0, 2]","[0, 0, 0, 2, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",,"[0, 0, 0, 5, 4]","[0, 0, 0, 0, 2]","[0, 0, 0, 2, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",,"[0, 0, 3, 2, 4]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",,"[1, 3, 5, 0, 0]","[0, 0, 2, 0, 0]","[0, 3, 1, 0, 0]","[0, 0, 2, 0, 0]","[0, 1, 1, 0, 0]",,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]"
34127,"[0, 0, 0, 3, 2]",,"[0, 0, 0, 3, 3]",,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 3]","[0, 0, 0, 3, 2]",,"[0, 1, 1, 1, 2]",,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 1, 2]","[0, 0, 1, 3, 1]",,"[0, 0, 2, 2, 2]",,,,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 2, 0]","[0, 0, 5, 0, 0]",,"[1, 0, 5, 0, 0]",,,,"[0, 1, 0, 0, 0]",,"[0, 1, 2, 0, 0]"
34129,"[0, 0, 0, 3, 4]",,,"[0, 0, 0, 2, 4]",,"[0, 0, 0, 2, 2]",,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 4]","[0, 0, 2, 4, 1]",,,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 2]","[0, 0, 0, 4, 3]",,,"[0, 0, 2, 2, 2]",,"[0, 0, 0, 2, 2]",,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 2]","[0, 4, 2, 1, 0]",,,"[1, 1, 4, 0, 0]",,"[0, 0, 2, 2, 0]",,"[0, 0, 1, 0, 0]","[0, 1, 1, 1, 0]"
34130,,"[0, 0, 0, 2, 7]",,"[0, 0, 0, 2, 6]",,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 2, 8]",,,"[0, 0, 2, 1, 6]",,"[0, 0, 0, 0, 8]",,"[0, 0, 0, 3, 2]",,"[0, 0, 0, 3, 6]",,,"[0, 1, 2, 4, 2]",,"[0, 0, 0, 0, 8]",,"[0, 0, 0, 2, 3]",,"[0, 0, 1, 3, 5]",,,"[0, 0, 4, 4, 1]",,"[0, 0, 4, 3, 1]",,"[0, 0, 3, 2, 0]",,"[0, 0, 2, 7, 0]",
34153,,"[0, 0, 1, 2, 2]",,"[0, 0, 0, 3, 2]",,"[0, 0, 0, 0, 3]",,"[0, 0, 2, 0, 5]",,,"[0, 0, 1, 3, 1]",,"[0, 0, 1, 2, 2]",,"[0, 0, 0, 0, 3]",,"[0, 1, 1, 2, 3]",,,"[2, 1, 1, 1, 0]",,"[0, 0, 3, 0, 2]",,"[0, 0, 2, 0, 1]",,"[0, 1, 3, 2, 1]",,,"[0, 0, 4, 1, 0]",,"[0, 1, 1, 3, 0]",,"[0, 1, 2, 0, 0]",,"[1, 3, 3, 0, 0]",
34156,,,,,"[0, 0, 0, 2, 3]",,"[0, 1, 0, 1, 2]",,"[0, 0, 1, 0, 1]",,,,,"[0, 0, 0, 4, 1]",,"[0, 1, 0, 1, 2]",,"[0, 0, 1, 0, 1]",,,,,"[0, 1, 1, 1, 2]",,"[1, 1, 1, 1, 0]",,"[0, 0, 1, 0, 1]",,,,,"[0, 0, 2, 3, 0]",,"[0, 1, 2, 1, 0]",,"[0, 0, 2, 0, 0]"
34190,,"[0, 0, 0, 0, 1]",,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 1, 0]",,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 1]",,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 1, 0, 0]",,,,"[0, 0, 2, 0, 0]",,"[0, 0, 1, 0, 0]",
34192,,,,"[0, 0, 0, 1, 3]",,,,,,,,,"[0, 0, 1, 0, 3]",,,,,,,,,"[0, 1, 1, 0, 2]",,,,,,,,,"[0, 1, 2, 0, 1]",,,,,
34193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34194,,,,,,"[0, 0, 0, 5, 3]",,"[0, 0, 0, 3, 3]",,,,,,,"[0, 0, 0, 3, 5]",,"[0, 0, 1, 2, 3]",,,,,,,"[0, 0, 0, 0, 8]",,"[0, 0, 0, 0, 6]",,,,,,,"[0, 2, 3, 3, 0]",,"[0, 0, 6, 0, 0]",
34210,"[0, 1, 2, 2, 3]",,"[0, 0, 8, 2, 3]",,"[1, 0, 6, 2, 1]",,"[2, 2, 5, 1, 0]",,"[0, 1, 0, 1, 1]","[0, 1, 4, 2, 1]",,"[0, 2, 6, 4, 1]",,"[3, 1, 2, 3, 1]",,"[0, 4, 5, 1, 0]",,"[0, 1, 0, 1, 1]","[0, 1, 2, 1, 4]",,"[0, 0, 3, 8, 2]",,"[0, 3, 2, 3, 2]",,"[1, 1, 2, 5, 1]",,"[0, 1, 0, 0, 2]","[0, 0, 3, 3, 2]",,"[0, 1, 8, 3, 1]",,"[0, 0, 6, 4, 0]",,"[0, 0, 6, 3, 1]",,"[0, 1, 1, 1, 0]"
34220,,"[0, 0, 0, 3, 3]",,"[0, 1, 3, 1, 0]","[0, 3, 4, 2, 0]",,"[0, 1, 0, 1, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 4, 2, 0]",,"[0, 1, 3, 1, 0]","[1, 2, 4, 2, 0]",,"[0, 1, 0, 0, 1]",,"[0, 0, 0, 0, 1]",,"[1, 1, 2, 2, 0]",,"[0, 1, 2, 2, 0]","[3, 4, 2, 0, 0]",,"[0, 0, 1, 0, 1]",,"[0, 0, 0, 0, 1]",,"[0, 0, 5, 1, 0]",,"[0, 0, 5, 0, 0]","[0, 0, 6, 2, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 0]"
34229,"[0, 2, 4, 3, 4]",,"[0, 1, 0, 4, 8]",,"[0, 1, 4, 3, 1]",,"[1, 0, 1, 11, 2]",,"[0, 1, 0, 2, 4]","[4, 3, 4, 0, 2]",,"[2, 0, 6, 4, 1]",,"[0, 4, 2, 3, 0]",,"[1, 1, 5, 5, 3]",,"[1, 0, 0, 3, 3]","[2, 3, 4, 1, 3]",,"[1, 0, 3, 5, 4]",,"[0, 0, 2, 4, 3]",,"[2, 1, 1, 5, 5]",,"[0, 0, 2, 1, 4]","[0, 1, 8, 4, 0]",,"[0, 0, 6, 7, 0]",,"[0, 1, 5, 2, 1]",,"[0, 1, 5, 5, 4]",,"[1, 0, 3, 2, 1]"
34230,,"[0, 1, 0, 0, 5]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 3, 4]",,,"[0, 1, 0, 4, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 3, 3]",,,"[0, 1, 0, 4, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 3, 2]",,,"[0, 0, 3, 2, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 1, 2, 1, 2]",
34240,"[0, 0, 0, 0, 1]",,"[0, 1, 0, 0, 3]",,"[0, 0, 0, 2, 1]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 1, 5]","[0, 0, 0, 0, 1]",,"[0, 1, 0, 1, 2]",,"[0, 0, 0, 0, 3]",,"[0, 0, 0, 2, 1]",,"[0, 0, 0, 1, 5]","[0, 0, 0, 0, 1]",,"[0, 0, 1, 0, 3]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 2, 1]",,"[0, 0, 0, 1, 5]","[0, 0, 1, 0, 0]",,"[0, 0, 3, 1, 0]",,"[0, 0, 2, 1, 0]",,"[0, 0, 2, 1, 0]",,"[0, 0, 5, 0, 1]"
34241,"[0, 0, 0, 1, 0]",,"[1, 0, 0, 0, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 0]",,"[0, 1, 0, 0, 1]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 0]",,"[0, 1, 0, 0, 1]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 2]",,"[0, 0, 1, 0, 1]","[0, 1, 0, 0, 0]",,"[0, 0, 2, 0, 0]",,"[0, 0, 2, 0, 0]",,"[0, 0, 1, 1, 0]",,"[0, 0, 2, 0, 0]"
34249,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 4, 2]",,"[0, 1, 0, 0, 1]",,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 0, 1]","[0, 1, 1, 0, 2]",,"[0, 1, 3, 1, 1]",,"[0, 1, 0, 0, 1]",,"[0, 0, 1, 0, 0]",,"[0, 0, 1, 0, 1]","[0, 0, 0, 1, 3]",,"[0, 0, 1, 2, 3]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 1, 1]","[0, 0, 1, 1, 2]",,"[0, 0, 2, 3, 1]",,"[0, 0, 0, 2, 0]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 1, 1]"
34250,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",
34251,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 1, 0, 1, 1]",,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 1, 2]",,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 1, 0, 0, 2]",,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 0]",,"[0, 1, 0, 0, 0]",,"[0, 0, 1, 2, 0]",
34269,,,"[0, 0, 1, 0, 0]",,"[0, 0, 2, 1, 0]",,"[0, 0, 1, 0, 0]",,"[0, 2, 0, 2, 1]",,,"[0, 0, 1, 0, 0]",,"[1, 1, 1, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 1, 2, 1, 1]",,,"[0, 1, 0, 0, 0]",,"[0, 2, 0, 1, 0]",,"[0, 0, 0, 0, 1]",,"[1, 0, 1, 1, 2]",,,"[0, 1, 0, 0, 0]",,"[0, 0, 3, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 2, 3, 0]"
34290,"[0, 0, 0, 2, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]","[0, 0, 1, 1, 0]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]","[0, 0, 1, 0, 1]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]","[0, 0, 2, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]"
34302,,"[0, 3, 2, 4, 3]",,"[0, 0, 1, 16, 9]",,"[1, 0, 3, 2, 5]",,"[0, 3, 2, 4, 4]",,,"[0, 3, 1, 6, 2]",,"[0, 0, 2, 16, 8]",,"[1, 0, 3, 4, 3]",,"[2, 0, 1, 6, 3]",,,"[1, 2, 5, 3, 1]",,"[3, 4, 8, 8, 3]",,"[1, 1, 2, 4, 3]",,"[0, 0, 3, 6, 4]",,,"[1, 3, 6, 1, 1]",,"[0, 3, 11, 10, 2]",,"[0, 1, 4, 5, 1]",,"[0, 1, 9, 3, 0]",
34313,,,,"[0, 0, 0, 11, 15]",,"[0, 1, 1, 9, 19]",,"[0, 2, 5, 8, 23]",,,,,"[0, 0, 7, 9, 10]",,"[0, 0, 10, 8, 12]",,"[0, 2, 9, 11, 16]",,,,,"[0, 5, 12, 4, 5]",,"[1, 4, 10, 7, 8]",,"[6, 6, 16, 5, 5]",,,,,"[0, 6, 14, 3, 3]",,"[2, 4, 19, 4, 1]",,"[2, 11, 21, 3, 2]",
34315,"[0, 2, 2, 2, 1]",,"[0, 4, 2, 2, 0]",,"[1, 0, 3, 6, 2]",,"[1, 3, 6, 12, 5]",,"[3, 5, 7, 12, 8]","[0, 3, 2, 1, 1]",,"[3, 1, 3, 1, 0]",,"[1, 3, 2, 3, 3]",,"[1, 2, 6, 10, 8]",,"[0, 3, 7, 14, 11]","[0, 3, 2, 1, 1]",,"[0, 3, 4, 1, 0]",,"[1, 1, 3, 6, 1]",,"[3, 6, 7, 7, 4]",,"[2, 7, 15, 7, 4]","[0, 3, 3, 1, 0]",,"[2, 0, 3, 2, 1]",,"[0, 1, 7, 3, 1]",,"[2, 8, 12, 3, 2]",,"[3, 8, 19, 4, 1]"
34318,"[0, 1, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 2]","[0, 0, 1, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 2]","[0, 0, 1, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 2]","[0, 0, 1, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 1, 1, 0]"
34322,,,,,"[1, 3, 4, 1, 1]",,"[0, 0, 0, 0, 2]",,"[0, 1, 2, 5, 6]",,,,,"[1, 2, 4, 2, 1]",,"[0, 0, 1, 0, 1]",,"[0, 1, 4, 4, 4]",,,,,"[3, 5, 1, 0, 1]",,"[0, 0, 1, 0, 1]",,"[0, 0, 3, 6, 4]",,,,,"[1, 5, 3, 1, 0]",,"[0, 0, 0, 2, 0]",,"[0, 1, 8, 2, 2]"
34323,,,,,,,,"[0, 0, 0, 0, 2]",,,,,,,,,"[0, 0, 0, 0, 2]",,,,,,,,,"[0, 0, 0, 0, 2]",,,,,,,,,"[0, 0, 1, 1, 0]",
34324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34331,,,,,,"[0, 0, 1, 4, 2]",,"[0, 1, 1, 2, 5]",,,,,,,"[0, 0, 1, 5, 1]",,"[0, 1, 2, 1, 5]",,,,,,,"[1, 2, 1, 3, 0]",,"[0, 0, 4, 2, 3]",,,,,,,"[0, 1, 3, 3, 0]",,"[1, 0, 6, 2, 0]",
34332,,,,,,"[0, 0, 1, 1, 0]",,"[0, 1, 0, 0, 2]",,,,,,,"[0, 0, 1, 0, 1]",,"[0, 1, 1, 0, 1]",,,,,,,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 2, 1]",,,,,,,"[0, 0, 2, 0, 0]",,"[0, 0, 1, 1, 1]",
34333,,,,,,,"[0, 0, 3, 2, 0]",,"[1, 1, 1, 16, 4]",,,,,,,"[2, 0, 2, 1, 0]",,"[1, 4, 5, 8, 5]",,,,,,,"[2, 1, 2, 0, 0]",,"[7, 2, 9, 4, 1]",,,,,,,"[1, 2, 1, 1, 0]",,"[1, 5, 11, 5, 1]"
34334,,,,,,"[0, 1, 4, 4, 4]",,"[0, 2, 3, 5, 7]",,,,,,,"[0, 3, 4, 6, 0]",,"[3, 3, 2, 4, 5]",,,,,,,"[3, 7, 0, 2, 1]",,"[1, 2, 3, 7, 4]",,,,,,,"[0, 3, 5, 4, 1]",,"[1, 0, 10, 5, 1]",
34338,,"[1, 1, 0, 2, 3]",,"[0, 0, 1, 1, 2]",,"[0, 1, 0, 2, 1]",,"[0, 1, 0, 3, 4]",,,"[0, 1, 1, 4, 1]",,"[0, 0, 0, 1, 3]",,"[0, 0, 1, 1, 2]",,"[0, 0, 0, 4, 4]",,,"[1, 1, 5, 0, 0]",,"[0, 0, 0, 2, 2]",,"[1, 0, 3, 0, 0]",,"[0, 0, 4, 1, 3]",,,"[1, 1, 5, 0, 0]",,"[0, 1, 3, 0, 0]",,"[0, 4, 0, 0, 0]",,"[0, 1, 5, 1, 1]",
34339,,"[0, 1, 0, 2, 1]",,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 2, 1, 1]",,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 3, 1, 0]",,,,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]",,,"[0, 1, 3, 0, 0]",,,,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0]",
34343,"[0, 1, 0, 1, 8]",,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 2, 2]",,"[0, 0, 2, 5, 2]","[1, 0, 0, 1, 7]",,"[0, 0, 0, 2, 2]",,"[0, 0, 1, 0, 4]",,"[0, 0, 2, 1, 2]",,"[0, 0, 1, 5, 3]","[1, 0, 2, 4, 3]",,"[0, 0, 1, 1, 2]",,"[0, 0, 0, 3, 2]",,"[0, 2, 1, 0, 2]",,"[0, 1, 1, 3, 4]","[1, 1, 7, 1, 0]",,"[0, 0, 4, 0, 0]",,"[0, 0, 4, 1, 0]",,"[0, 0, 2, 2, 1]",,"[0, 2, 5, 2, 0]"
34345,,"[0, 1, 1, 1, 2]",,"[0, 0, 1, 4, 7]",,"[0, 0, 0, 2, 2]",,"[0, 0, 0, 3, 5]",,,"[0, 0, 2, 1, 2]",,"[0, 0, 5, 4, 3]",,"[0, 0, 1, 0, 3]",,"[0, 0, 1, 4, 3]",,,"[0, 3, 1, 0, 1]",,"[3, 5, 2, 2, 0]",,"[0, 0, 0, 2, 2]",,"[0, 1, 2, 1, 4]",,,"[0, 1, 3, 1, 0]",,"[0, 3, 5, 3, 1]",,"[0, 0, 3, 0, 1]",,"[0, 0, 4, 2, 2]",
